id,target
668665,0.012039874846965927
668666,0.012279360100047258
668667,0.004350339225836441
668668,0.004758699441969774
668669,0.020043354197681475
668670,0.0053017481311225315
668671,0.37041096909383703
668672,0.0005209145668144856
668673,0.6817209753392275
668674,0.004381161768609482
668675,0.32469216562798364
668676,0.4255011516382196
668677,0.009668341250907084
668678,0.6693455972821609
668679,0.03964342983592789
668680,0.14585737364860096
668681,0.003870980670413405
668682,0.0002626308883265941
668683,0.12930361870822196
668684,0.10961329799779454
668685,0.0006334194045033554
668686,0.001114410805473424
668687,0.004402730044200614
668688,0.7036212602245522
668689,0.00021822936612714023
668690,0.017078732372388244
668691,0.001082204029385943
668692,0.002977931626112535
668693,0.2081928877745921
668694,0.6003496803892203
668695,0.021503760517298784
668696,0.23835829438645623
668697,0.07603701071109814
668698,0.0006637715832550359
668699,0.08427752418255846
668700,0.003529531828080467
668701,0.5329852350415859
668702,0.8976753430314512
668703,0.4783382228992851
668704,0.0005758891287315935
668705,0.013787772780320638
668706,0.0016374126324218584
668707,0.000701594744523955
668708,0.0008472129159030129
668709,0.22391098487781083
668710,0.026372201190680962
668711,0.5172515354416434
668712,0.00019063649447037079
668713,0.6275973352346137
668714,0.0003615341755438934
668715,0.7090582633372022
668716,0.2119530573045207
668717,0.6370333870121039
668718,0.05922266813142385
668719,0.00019885462581221888
668720,0.849006956915431
668721,0.914766134954591
668722,0.7480029313477656
668723,0.001317189957991551
668724,0.43760595834212734
668725,0.47255478476222523
668726,0.7934379214058291
668727,0.1636896085707521
668728,0.2391728740720324
668729,0.00034437011697125867
668730,0.00023199870838803256
668731,0.7267545000319595
668732,0.010283963401446557
668733,0.02496345900342505
668734,0.006752871342946886
668735,0.0008452140958387373
668736,0.0026438819824603425
668737,0.008867390023571557
668738,0.738137145929511
668739,0.8787188300045987
668740,0.0007315939473615639
668741,0.07574548166472703
668742,0.0044187594539289695
668743,0.007144872324628757
668744,0.0013609052258428806
668745,0.16346615067599882
668746,0.00046955602727257546
668747,0.12301817770872986
668748,0.1345297877448246
668749,0.10390665708795409
668750,0.048787674899198906
668751,0.03183906972177475
668752,0.0004298945687109209
668753,0.006683654704711181
668754,0.008896603073166583
668755,0.026903903693590234
668756,0.09196154427063372
668757,0.0003120288955029614
668758,0.20024711430020403
668759,0.03022592773510017
668760,0.018343029246746946
668761,0.000716446208123653
668762,0.026090281238589128
668763,0.09389041192281444
668764,0.7646008717979914
668765,0.002523596822398672
668766,0.08340219476725144
668767,0.00796267718722498
668768,0.0037065761117999092
668769,0.08829253464001828
668770,0.12848441945283817
668771,0.016672578163196065
668772,0.7951394078946367
668773,0.004075488878193912
668774,0.00020982907301237628
668775,0.12354150088612278
668776,0.5065673262788939
668777,0.009114863346313867
668778,0.00015783995906015004
668779,0.21548578400635965
668780,0.3556458459588263
668781,0.048474261925492625
668782,0.04142127975505981
668783,0.001162138444076028
668784,0.08586378999403182
668785,0.2874367337919289
668786,0.7686152001928874
668787,0.005425674921565949
668788,0.004073812482761424
668789,0.004899374594914108
668790,0.6140510397092299
668791,0.886508225410653
668792,0.08119387881784623
668793,0.02126527069382386
668794,0.000802780225683975
668795,0.045476004955497445
668796,0.47808041034096105
668797,0.011258058800639889
668798,0.02594824160256487
668799,0.0066463332298654565
668800,0.003593869753926511
668801,0.00040311117985183985
668802,0.015183872013233991
668803,0.8088903347547154
668804,0.0313885315313616
668805,0.0040093729308578316
668806,0.04202632187498607
668807,0.37876716365203417
668808,0.5340899952226907
668809,0.790331306948403
668810,0.0002745548804440759
668811,0.00115818525766764
668812,0.007517405311203505
668813,0.002477813046738513
668814,0.5912744135776646
668815,0.002206910038809874
668816,0.720326217726798
668817,0.01704778249749804
668818,0.049664055115204886
668819,0.006661927338425188
668820,0.0004199239524130061
668821,0.7746474408823909
668822,0.34485429327491857
668823,0.00023702833415827898
668824,0.3859245346600677
668825,0.0020409680165546906
668826,0.4822907731968141
668827,0.46340455829488736
668828,0.11233362001510505
668829,0.0005939877214513914
668830,0.32142637059372425
668831,0.02574335974233387
668832,0.5349813454304522
668833,0.778818100806804
668834,0.6269930485064202
668835,0.001012267102241701
668836,0.00382304332234515
668837,0.007388477400729404
668838,0.0010850890141626936
668839,0.668982500197745
668840,0.42478429302631554
668841,0.8719203532957635
668842,0.13755834889486646
668843,0.10375857390334353
668844,0.002721075977812064
668845,0.0005413679108619109
668846,0.6847029418993542
668847,0.18326792832466562
668848,0.0026224845560172795
668849,0.41064790661727557
668850,0.0007755188225602757
668851,0.017004885025875008
668852,0.002263907214498856
668853,0.23865580324271513
668854,0.3913940025728641
668855,0.6465017209184003
668856,0.00046058636515997086
668857,0.004473192881275299
668858,0.3152718150479332
668859,0.00030484545026117084
668860,0.2453134734410867
668861,0.7519854270963499
668862,0.4591578749519376
668863,0.10091787299716337
668864,0.6489109280397058
668865,0.009293890845843183
668866,0.028590108123083834
668867,0.009213612721503076
668868,0.35191649740104636
668869,0.00581664329497395
668870,0.22350505167610002
668871,0.652113874611659
668872,0.057895028678910804
668873,0.6140765540783788
668874,0.33943266645548653
668875,0.0018515962060800231
668876,0.00018267763205688807
668877,0.8066785227138509
668878,0.0054994051770826955
668879,0.6901657131503247
668880,0.17955205091041476
668881,0.025516151371225065
668882,0.04898785571657905
668883,0.006712099394078395
668884,0.0005382369888413049
668885,0.021442529142591822
668886,0.03763720737033242
668887,0.011301766202822701
668888,0.005042893490765789
668889,0.18500569577648146
668890,0.14626431772041296
668891,0.8140014722345175
668892,0.4436606004742266
668893,0.03504889829549533
668894,0.47270477823439055
668895,0.0014268837426100775
668896,0.020308940069061948
668897,0.7251071434306617
668898,0.005084494221492144
668899,0.36204735716298453
668900,0.7144493209549825
668901,0.011480734261508203
668902,0.022990147775121886
668903,0.01140640813787503
668904,0.009316362258684138
668905,0.0016196626517831882
668906,0.04596993211648215
668907,0.0014316550751089802
668908,0.8342371715129715
668909,0.02150526131035494
668910,0.8794200039049767
668911,0.39901120825083436
668912,0.0019692021246253437
668913,0.0004244501877218883
668914,0.003654122918781582
668915,0.0002991034224275505
668916,0.007921783488139229
668917,0.001194313318873741
668918,0.0024881157994067907
668919,0.0006841469949756848
668920,0.005193618872160011
668921,0.008471070683034362
668922,0.001852259215129797
668923,0.0036174236655249557
668924,0.006111690956621247
668925,0.27666104114055146
668926,0.0019303346764517394
668927,0.00043954659352309864
668928,0.015097583449681002
668929,0.4388127460500648
668930,0.002006889932627506
668931,0.5267834418523758
668932,0.7769768108082558
668933,0.020082003246546083
668934,0.34915361265090966
668935,0.023954528245511992
668936,0.34343815167615505
668937,0.9064156589126091
668938,0.7344574818988356
668939,0.016631454522905424
668940,0.022498691242682754
668941,0.7285130089878784
668942,0.0007550745693827572
668943,0.0014412063832579334
668944,0.023144225605134454
668945,0.016081091942255273
668946,0.0026724370458799285
668947,0.00662049625085238
668948,0.00056919992530427
668949,0.1050469799766024
668950,0.0005019070686522573
668951,0.3758909104748869
668952,0.8897409752954064
668953,0.36947202168261795
668954,0.0028088605688477535
668955,0.0005624155030891653
668956,0.004748601770527303
668957,0.7422899606477569
668958,0.010785518521504386
668959,0.29154754523285836
668960,0.0010451318773089617
668961,0.12084549729738367
668962,0.0009461683550727537
668963,0.02586927216030574
668964,0.30801434591883087
668965,0.015688387280764004
668966,0.001061548703751653
668967,0.01424486895453222
668968,0.15415940862794475
668969,0.5419804552249389
668970,0.001992915852222335
668971,0.0888671418470369
668972,0.1276568775335014
668973,0.001221525862153464
668974,0.024432106921197155
668975,0.7384301539788876
668976,0.006366861667870008
668977,0.07519598039989334
668978,0.0003959395002803509
668979,0.8990974743112589
668980,0.0392211719290675
668981,0.010077042448463698
668982,0.3958290443192799
668983,0.7028192799837738
668984,0.019062829741382795
668985,0.4004444464457688
668986,0.0010859749889236465
668987,0.0003618362906808734
668988,0.001163416396723875
668989,0.00022738022641707894
668990,0.02916445496869417
668991,0.004913281387097257
668992,0.006230301985886308
668993,0.7397313936070702
668994,0.09135446654098203
668995,0.007395128067822257
668996,0.006210466206622599
668997,0.0061226546280109505
668998,0.6044849442931353
668999,0.43227768357317525
669000,0.0007544976618416938
669001,0.102951726426357
669002,0.0008505452179345526
669003,0.0071705745585155896
669004,0.019077065536765324
669005,0.011387115370909702
669006,0.4463662873336687
669007,0.06892464503993946
669008,0.004890747411384644
669009,0.7910140529033798
669010,0.2166218139906248
669011,0.000644427523421626
669012,0.22488404888745162
669013,0.009327617828009786
669014,0.012499193359476853
669015,0.029372013242813876
669016,0.25567893377396095
669017,0.09703399501415194
669018,0.7285919782859192
669019,7.055644610434824e-05
669020,0.36504675540064313
669021,0.009199235879457479
669022,0.020654799152150138
669023,0.007495602850911293
669024,0.0003539018109836106
669025,0.009897381327512696
669026,0.7505491782818046
669027,0.0014558684000562845
669028,0.5819610034907383
669029,0.006215716949242946
669030,0.6233646151666843
669031,0.0004200653012935206
669032,0.7076801662869441
669033,0.0016429961774364964
669034,0.003015135515264925
669035,0.08810032707414209
669036,0.003007843266871794
669037,0.38600457753053463
669038,0.04695498996341979
669039,0.012785490170440884
669040,0.1773596951586059
669041,0.3920344071651265
669042,0.04587613988284383
669043,0.13346042428858396
669044,0.7977219122075929
669045,0.028846262335114135
669046,0.00800970775658717
669047,0.276213466242008
669048,0.003962870967102247
669049,0.00033920780239647045
669050,0.00017921761124549632
669051,0.020194674472186445
669052,0.07905220805005808
669053,0.8762047168734577
669054,0.006124424969775523
669055,0.0016698783775246345
669056,0.008129397288139517
669057,0.04110154408620938
669058,0.0031067093987785354
669059,0.7453847174965242
669060,0.0007457616575506379
669061,0.3041003530657672
669062,0.02346891256448265
669063,0.01846941613411217
669064,0.8601277320993861
669065,0.003506649039893145
669066,0.15776035860277324
669067,0.010370665725324992
669068,0.0013274002668925856
669069,0.012482439597854913
669070,0.015280016901183283
669071,0.0005459818616064023
669072,0.6538234142446242
669073,0.000674256376154863
669074,0.7603552802361861
669075,0.0060320436975999404
669076,0.8656571283394949
669077,0.00025404314483319125
669078,0.003266897476361835
669079,0.7683786268217891
669080,0.8355015697003758
669081,0.8071930570424131
669082,0.006344940700411788
